created_at,source,original_text,polarity,subjectivity,lang,favourite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,
2022-08-02 12:53:29+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@flightradar24 I hope she makes it, otherwise it will be the official start of the #WWIII",0,0,en,0,0,bIackdot,12,13,,"[{'text': 'WWIII', 'indices': [83, 89]}]","[{'screen_name': 'flightradar24', 'name': 'Flightradar24', 'id': 134196350, 'id_str': '134196350', 'indices': [0, 14]}]",Zambia,
2022-08-01 21:18:51+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Who invited Mrs #Pelosi to Taiwan,0,0,en,0,0,bIackdot,12,13,,"[{'text': 'Pelosi', 'indices': [16, 23]}]",[],Zambia,
2022-08-01 19:16:47+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","There is nothing to worry about it. We have Instagram Facebook &amp; Tiktok
#WW3 #WWIII https://t.co/E2LjgrjORE",0,0,en,0,0,bIackdot,12,13,FALSE,"[{'text': 'WW3', 'indices': [76, 80]}, {'text': 'WWIII', 'indices': [81, 87]}]",[],Zambia,
2022-08-01 14:50:43+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","That would be a grave mistake.
#Pelosi #NancyPelosi https://t.co/2hK2izpvZf",0,0,en,0,0,bIackdot,12,13,FALSE,"[{'text': 'Pelosi', 'indices': [31, 38]}, {'text': 'NancyPelosi', 'indices': [39, 51]}]",[],Zambia,
2022-08-01 05:35:15+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Everyone knows #HongKong #Taiwan  #Micau are part of #China, #America needs to stop this unnecessary meddling in other countries affairs, you will never hear china meddling in countries that what to break away from America or Britain,the world does not need another conflict",-0.2625,0.6375,en,0,0,Hopemalopa,9112,4183,,"[{'text': 'HongKong', 'indices': [15, 24]}, {'text': 'Taiwan', 'indices': [25, 32]}, {'text': 'Micau', 'indices': [34, 40]}, {'text': 'China', 'indices': [53, 59]}, {'text': 'America', 'indices': [61, 69]}]",[],Malawi,
2022-08-07 22:33:39+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@renoomokri ...turns people off ke
You are a learner. We multiply daily. The youths are taking back their country. Atiku can imortalize himself by stepping down to #Obidatti2023.
#TakeBackNaija 
#Free&amp;Fair election
#Consumption2ProductionFormular
@Pet",-0.051851852,0.096296296,en,0,0,emekaohiagu,162,281,,"[{'text': 'Obidatti2023', 'indices': [164, 177]}, {'text': 'TakeBackNaija', 'indices': [179, 193]}, {'text': 'Free', 'indices': [195, 200]}, {'text': 'Consumption2ProductionFormular', 'indices': [219, 250]}, {'text': 'UKNews', 'indices': [262, 269]}, {'text': 'Pelosi', 'indices': [282, 289]}]","[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': 264248576, 'id_str': '264248576', 'indices': [0, 11]}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': 1050779471731707904, 'id_str': '1050779471731707904', 'indices': [251, 260]}, {'screen_name': 'BBCWorld', 'name': 'BBC News (World)', 'id': 742143, 'id_str': '742143', 'indices': [271, 280]}]",Rivers State ,
2022-08-07 22:30:35+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wilson Chinonso Blog: Nigerian tribes, the list and facts https://t.co/E58nxeVz0j 

#China #ChinaTaiwan #ManUnited",0,0,en,0,0,wilson_chnns,28,265,FALSE,"[{'text': 'China', 'indices': [84, 90]}, {'text': 'ChinaTaiwan', 'indices': [91, 103]}, {'text': 'ManUnited', 'indices': [104, 114]}]",[],Imo State Nigeria,
2022-08-07 17:22:14+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SpeakerPelosi And weren’t you leading #Jan6  hearings just a few weeks ago and then hopped a plane to #Taiwan? Why are we running interference for foreign countries while our own hemorrhages?,0.091666667,0.408333333,en,0,0,JeniT71,105,359,,"[{'text': 'Jan6', 'indices': [39, 44]}, {'text': 'Taiwan', 'indices': [103, 110]}]","[{'screen_name': 'SpeakerPelosi', 'name': 'Nancy Pelosi', 'id': 15764644, 'id_str': '15764644', 'indices': [0, 14]}]",Deep South,
2022-08-07 16:20:49+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","China is constantly provoking Taiwan.
Scenes from the #Chinese air exercises in the #Taiwan Strait.
#ChinaTaiwanCrisis https://t.co/Fe9ayldxZS",0,0.166666667,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Chinese', 'indices': [54, 62]}, {'text': 'Taiwan', 'indices': [84, 91]}, {'text': 'ChinaTaiwanCrisis', 'indices': [100, 118]}]",[],Global South ,
2022-08-07 14:34:50+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","China- PLA army in #Fujian again carried DF-26 ballistic missiles through the city at night!

#China #Taiwan #ChinaTaiwanCrisis https://t.co/P5UbQYI0Yq",0,0,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Fujian', 'indices': [19, 26]}, {'text': 'China', 'indices': [94, 100]}, {'text': 'Taiwan', 'indices': [101, 108]}, {'text': 'ChinaTaiwanCrisis', 'indices': [109, 127]}]",[],Global South ,
2022-08-07 12:51:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","China’s Largest-Ever #Taiwan Military Drills Draw To A Close. #NewsUpdate 

https://t.co/J23E2xwI7w",-0.1,0.1,en,0,0,chiexclusivehub,11461,8242,FALSE,"[{'text': 'Taiwan', 'indices': [21, 28]}, {'text': 'NewsUpdate', 'indices': [62, 73]}]",[],Nigeria,
2022-08-07 11:29:01+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","China- Pontoon erection drill! The boat bridge team built a 100-meter pontoon bridge across the Yellow River!  #Taiwan is just around the corner! 
#ChinaTaiwanCrisis #China https://t.co/IRw2ftT9nz",0,0,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Taiwan', 'indices': [111, 118]}, {'text': 'ChinaTaiwanCrisis', 'indices': [147, 165]}, {'text': 'China', 'indices': [166, 172]}]",[],Global South ,
2022-08-07 11:23:05+00:00,"<a href=""https://www.notice.com.ng/"" rel=""nofollow"">notice.com.ng</a>",America won’t allow China threaten Taiwan – Nancy Pelosi - https://t.co/EXVN1DOIf0 #News  #china #NancyPelosi #Taiwan #US #BBnaija #Messi #Wizkid #Davido,0,0,en,0,0,notice_com_ng,4023,4708,FALSE,"[{'text': 'News', 'indices': [83, 88]}, {'text': 'china', 'indices': [90, 96]}, {'text': 'NancyPelosi', 'indices': [97, 109]}, {'text': 'Taiwan', 'indices': [110, 117]}, {'text': 'US', 'indices': [118, 121]}, {'text': 'BBnaija', 'indices': [122, 130]}, {'text': 'Messi', 'indices': [131, 137]}, {'text': 'Wizkid', 'indices': [138, 145]}, {'text': 'Davido', 'indices': [146, 153]}]",[],"Lagos, Nigeria",
2022-08-07 10:20:28+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A delegation of #Lithuanian officials, including Minister of Transport and Communications Agne Vaiciukevičiūtė, arrived in #Taiwan on a five-day visit. https://t.co/r7FkYFYnCe",0,0,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Lithuanian', 'indices': [16, 27]}, {'text': 'Taiwan', 'indices': [123, 130]}]",[],Global South ,
2022-08-07 10:12:31+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Latest-A 100-second review of the third day of the PLA's joint military drills around #Taiwan island on. The drills included mock anti-ship attacks, comprehensive offense and defense, and joint anti-submarine warfare maneuvers: state broadcaster
#China #ChinaTaiwanCrisis https://t.co/w5wrwDt9cT",-0.05,0.05,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Latest', 'indices': [0, 7]}, {'text': 'Taiwan', 'indices': [87, 94]}, {'text': 'China', 'indices': [247, 253]}, {'text': 'ChinaTaiwanCrisis', 'indices': [254, 272]}]",[],Global South ,
2022-08-07 07:30:08+00:00,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PowerUpNG: RT @Asabari_CC: @IBEDC_NG is not concerned about customer's plight in Saki. Businesses are being destroyed by incompetent ibedc. 20mins of supply today after more than 1week blackout. Very unfortunate. @NERCNG do something now.
@PowerUpNG
#Taiwan
#CommonwealthGame…",-0.166666667,0.622222222,en,0,0,AllRoundNewsNG,430,1,,"[{'text': 'Taiwan', 'indices': [250, 257]}, {'text': 'CommonwealthGame', 'indices': [258, 275]}]","[{'screen_name': 'Asabari_CC', 'name': 'AsabariConsultativeCouncil', 'id': 964720776405508098, 'id_str': '964720776405508098', 'indices': [14, 25]}, {'screen_name': 'IBEDC_NG', 'name': 'IBEDC', 'id': 2801652406, 'id_str': '2801652406', 'indices': [27, 36]}, {'screen_name': 'NERCNG', 'name': 'NERC Nigeria', 'id': 279448877, 'id_str': '279448877', 'indices': [213, 220]}, {'screen_name': 'PowerUpNG', 'name': 'PowerUp Nigeria ( + #SDG7)', 'id': 2271078294, 'id_str': '2271078294', 'indices': [239, 249]}]",Nigeria,
2022-08-07 07:13:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","With the arrival of remote working and its adoption, you'll soon be able to work from anywhere around the world, you can work and travel to the places you love, by becoming a digital nomad. Follow @Codemonk -tweets for info

#remoteworking #dev #NFTs #Taiwan #China
#Solana",0.27,0.455,en,0,0,Patricktessy_,127,273,,"[{'text': 'remoteworking', 'indices': [225, 239]}, {'text': 'dev', 'indices': [240, 244]}, {'text': 'NFTs', 'indices': [245, 250]}, {'text': 'Taiwan', 'indices': [251, 258]}, {'text': 'China', 'indices': [259, 265]}, {'text': 'Solana', 'indices': [266, 273]}]","[{'screen_name': 'codemonk', 'name': 'Code Monk', 'id': 2533751, 'id_str': '2533751', 'indices': [197, 206]}]","Edo, Nigeria",
2022-08-07 05:10:53+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Sad that people who are either senile or approaching senility are deciding the fate of a world full of young people! #RussiaUkraineWar #Taiwan #Baiden,-0.00625,0.4875,en,0,0,ABKwaku,107587,103722,,"[{'text': 'RussiaUkraineWar', 'indices': [117, 134]}, {'text': 'Taiwan', 'indices': [135, 142]}, {'text': 'Baiden', 'indices': [143, 150]}]",[],"Accra, Ghana",
2022-08-07 04:04:12+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",And #china got a perfect excuse to do military drills in Taiwan. #ChinaTaiwan #TaiwanStraitsCrisis #BidenRecession #ChinaTaiwanConflict #NancyPelosi,0.283333333,0.383333333,en,0,0,Greenhive5,108,474,,"[{'text': 'china', 'indices': [4, 10]}, {'text': 'ChinaTaiwan', 'indices': [65, 77]}, {'text': 'TaiwanStraitsCrisis', 'indices': [78, 98]}, {'text': 'BidenRecession', 'indices': [99, 114]}, {'text': 'ChinaTaiwanConflict', 'indices': [115, 135]}, {'text': 'NancyPelosi', 'indices': [136, 148]}]",[],uganda,
2022-08-07 04:02:38+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It's either @POTUS and #xinping played the world or its #china but the truth is #china won massively against #taiwan and @POTUS . @POTUS revealed @SpeakerPelosi travel arrangements knowing she won't back down or cancel her plans to travel to taiwan,-0.051851852,0.42962963,en,0,0,Greenhive5,108,474,,"[{'text': 'xinping', 'indices': [23, 31]}, {'text': 'china', 'indices': [56, 62]}, {'text': 'china', 'indices': [80, 86]}, {'text': 'taiwan', 'indices': [109, 116]}]","[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [12, 18]}, {'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [121, 127]}, {'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [130, 136]}, {'screen_name': 'SpeakerPelosi', 'name': 'Nancy Pelosi', 'id': 15764644, 'id_str': '15764644', 'indices': [146, 160]}]",uganda,
2022-08-06 22:18:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is the way I will fight government out of post if they don’t end ASUU strike in one week😡
#Elections2022 #Taiwan #PremierLeague #doggy #nyayostadium #noelshouseparty #ASUU #ASUUstrike #BuhariMustGo https://t.co/5e7StO4jfZ",0,0,en,0,0,femiafricaNG,2723,141,FALSE,"[{'text': 'Elections2022', 'indices': [95, 109]}, {'text': 'Taiwan', 'indices': [110, 117]}, {'text': 'PremierLeague', 'indices': [118, 132]}, {'text': 'doggy', 'indices': [133, 139]}, {'text': 'nyayostadium', 'indices': [140, 153]}, {'text': 'noelshouseparty', 'indices': [154, 170]}, {'text': 'ASUU', 'indices': [171, 176]}, {'text': 'ASUUstrike', 'indices': [177, 188]}, {'text': 'BuhariMustGo', 'indices': [189, 202]}]",[],lagos ,
2022-08-06 20:12:18+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MY SET DIARY: EPISODE 4  |The hustle continues| https://t.co/6R4h5j9Gi7 via @YouTube 
#GazaUnderAttack #PreyMovie #Taiwan #BBNajiaS7 #nsfwtwt #Wars1stBDFanmeet",0,0,en,0,0,countrybouy1,269,502,FALSE,"[{'text': 'GazaUnderAttack', 'indices': [86, 102]}, {'text': 'PreyMovie', 'indices': [103, 113]}, {'text': 'Taiwan', 'indices': [114, 121]}, {'text': 'BBNajiaS7', 'indices': [122, 132]}, {'text': 'nsfwtwt', 'indices': [133, 141]}, {'text': 'Wars1stBDFanmeet', 'indices': [142, 159]}]","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [76, 84]}]","Abuja, Nigeria",
2022-08-06 19:14:14+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@XHNews This is not surprising from China.Governor @PR_Paul_BIYA leadership reflects the #dictatorship in #China where they are trying to colonize #Taiwan but are being warn by America of which #Polosi visits the #country and left no matter the #noises fr,-0.175,0.25,en,0,0,butabukwifor,133,55,,"[{'text': 'dictatorship', 'indices': [89, 102]}, {'text': 'China', 'indices': [106, 112]}, {'text': 'Taiwan', 'indices': [147, 154]}, {'text': 'Polosi', 'indices': [194, 201]}, {'text': 'country', 'indices': [213, 221]}, {'text': 'noises', 'indices': [245, 252]}]","[{'screen_name': 'XHNews', 'name': 'China Xinhua News', 'id': 487118986, 'id_str': '487118986', 'indices': [0, 7]}, {'screen_name': 'PR_Paul_BIYA', 'name': 'President Paul BIYA', 'id': 301026859, 'id_str': '301026859', 'indices': [51, 64]}]",Cameroon,
2022-08-06 19:12:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is not surprising from China.Governor @PR_Paul_BIYA leadership reflects the #dictatorship in #China where they are trying to colonize #Taiwan but are being warn by America of which #Polosi visits the #country and left no matter the #noises from China. https://t.co/cV2MAbz9si,-0.175,0.25,en,0,0,butabukwifor,133,55,FALSE,"[{'text': 'dictatorship', 'indices': [81, 94]}, {'text': 'China', 'indices': [98, 104]}, {'text': 'Taiwan', 'indices': [139, 146]}, {'text': 'Polosi', 'indices': [186, 193]}, {'text': 'country', 'indices': [205, 213]}, {'text': 'noises', 'indices': [237, 244]}]","[{'screen_name': 'PR_Paul_BIYA', 'name': 'President Paul BIYA', 'id': 301026859, 'id_str': '301026859', 'indices': [43, 56]}]",Cameroon,
2022-08-06 19:01:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ou Yang Li-hsing, deputy head of Taiwan's defense ministry's research and development unit and head of Taiwan's missile program, was found dead in his hotel room in Pingtung, southern Taiwan.

#Taiwan https://t.co/DiKgxF4oTL",-0.1,0.2,en,0,0,Prolific_Edwin,93,832,FALSE,"[{'text': 'Taiwan', 'indices': [193, 200]}]",[],NIGERIA,
2022-08-06 18:30:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The Israeli Air Force is working on targets in Gaza using GBU-31 JDAM guided bombs.

#Israel #Kasarani #nyayostadium #Gaza #BadDecisions #Taiwan #Ukraine #TREASURE #Trending #trend https://t.co/Fh3oav9sPe",0,0,en,0,0,Awixy2,22,29,FALSE,"[{'text': 'Israel', 'indices': [85, 92]}, {'text': 'Kasarani', 'indices': [93, 102]}, {'text': 'nyayostadium', 'indices': [103, 116]}, {'text': 'Gaza', 'indices': [117, 122]}, {'text': 'BadDecisions', 'indices': [123, 136]}, {'text': 'Taiwan', 'indices': [137, 144]}, {'text': 'Ukraine', 'indices': [145, 153]}, {'text': 'TREASURE', 'indices': [154, 163]}, {'text': 'Trending', 'indices': [164, 173]}, {'text': 'trend', 'indices': [174, 180]}]",[],Nigeria,
2022-08-06 16:12:49+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Pelosi: ""When I was a little girl, I was told at the beach if I dug a hole deep enough we would reach #China. So we've always felt a connection there.""

https://t.co/fvGw0XdsYP https://t.co/C3z0q89HkK",-0.0625,0.466666667,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Pelosi', 'indices': [0, 7]}, {'text': 'China', 'indices': [103, 109]}]",[],Global South ,
2022-08-06 15:33:58+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Did you know you can raise funds for your incomplete project, health, and any other emergency online? Click the link for more https://t.co/ojVDaqT6Ck #Indiana #JUNGKOOK #nyayostadium #Nunez #LFC #andAUDITION #SitaRamam #FOREVER1 #WAFC #RHOBH #Taiwan #GoFundMe #help #TREASURE https://t.co/rPmfa5ojNK",0.1875,0.4375,en,0,0,Readone_001,78,215,FALSE,"[{'text': 'Indiana', 'indices': [150, 158]}, {'text': 'JUNGKOOK', 'indices': [159, 168]}, {'text': 'nyayostadium', 'indices': [169, 182]}, {'text': 'Nunez', 'indices': [183, 189]}, {'text': 'LFC', 'indices': [190, 194]}, {'text': 'andAUDITION', 'indices': [195, 207]}, {'text': 'SitaRamam', 'indices': [208, 218]}, {'text': 'FOREVER1', 'indices': [219, 228]}, {'text': 'WAFC', 'indices': [229, 234]}, {'text': 'RHOBH', 'indices': [235, 241]}, {'text': 'Taiwan', 'indices': [242, 249]}, {'text': 'GoFundMe', 'indices': [250, 259]}, {'text': 'help', 'indices': [260, 265]}, {'text': 'TREASURE', 'indices': [266, 275]}]",[],"Ogbomosho, Nigeria",
2022-08-06 14:32:10+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","After provoking #Taiwan, #NancyPelosi switched sides.

Pelosi's weird 'connection': Dig hole = Reach China

Pelosi says she has always felt a connection with #China through childhood hole digging... take from that what you will.

#ChinaTaiwanCrisis #Pelosi https://t.co/fvGw0WVjKH",-0.5,1,en,0,0,ChaudharyParvez,4883,264,FALSE,"[{'text': 'Taiwan', 'indices': [16, 23]}, {'text': 'NancyPelosi', 'indices': [25, 37]}, {'text': 'China', 'indices': [158, 164]}, {'text': 'ChinaTaiwanCrisis', 'indices': [230, 248]}, {'text': 'Pelosi', 'indices': [249, 256]}]",[],Global South ,
2022-08-06 14:19:55+00:00,"<a href=""https://www.bobojaytv.com"" rel=""nofollow"">BobojayTV News</a>","Taiwan: Chinese planes, ships carry out attack simulation exercise
DETAILS 👇☛ https://t.co/iFl0xbm0Ow

Please follow us &amp; retweet
#China #Drone #Foreign #Gist #news #Taiwan #US #bobojay #bobojaytv https://t.co/Jt6aduFcg8",-0.0625,0.0625,en,0,0,bobojaytv,1611,1129,FALSE,"[{'text': 'China', 'indices': [134, 140]}, {'text': 'Drone', 'indices': [141, 147]}, {'text': 'Foreign', 'indices': [148, 156]}, {'text': 'Gist', 'indices': [157, 162]}, {'text': 'news', 'indices': [163, 168]}, {'text': 'Taiwan', 'indices': [169, 176]}, {'text': 'US', 'indices': [177, 180]}, {'text': 'bobojay', 'indices': [181, 189]}, {'text': 'bobojaytv', 'indices': [190, 200]}]",[],Nigeria,
2022-08-06 14:16:06+00:00,"<a href=""https://www.bobojaytv.com"" rel=""nofollow"">BobojayTV News</a>","Taiwan accuses Beijing of simulating invasion as US-China relations nosedive
DETAILS 👇☛ https://t.co/IortearyBW

Please follow us &amp; retweet
#Beijing #China #Foreign #news #Taiwan #bobojay https://t.co/cpsTb251y5",-0.125,0.125,en,0,0,bobojaytv,1611,1129,FALSE,"[{'text': 'Beijing', 'indices': [144, 152]}, {'text': 'China', 'indices': [153, 159]}, {'text': 'Foreign', 'indices': [160, 168]}, {'text': 'news', 'indices': [169, 174]}, {'text': 'Taiwan', 'indices': [175, 182]}, {'text': 'bobojay', 'indices': [183, 191]}]",[],Nigeria,
